データ日付,終値,始値,高値,安値
"2020/12/10","26756.24","26688.50","26852.77","26639.98"
"2020/12/11","26652.52","26732.85","26819.41","26553.01"
"2020/12/14","26732.44","26659.53","26870.47","26648.69"
"2020/12/15","26687.84","26683.11","26736.84","26605.54"
"2020/12/16","26757.40","26835.59","26874.98","26717.03"
"2020/12/17","26806.67","26744.50","26843.05","26676.28"
"2020/12/18","26763.39","26775.53","26824.29","26707.30"
"2020/12/21","26714.42","26834.10","26905.67","26533.63"
"2020/12/22","26436.39","26559.33","26639.99","26361.66"
"2020/12/23","26524.79","26580.43","26585.21","26414.74"
"2020/12/24","26668.35","26635.11","26764.53","26605.26"
"2020/12/25","26656.61","26708.10","26716.61","26638.28"
"2020/12/28","26854.03","26691.29","26854.03","26664.60"
"2020/12/29","27568.15","26936.38","27602.52","26921.14"
"本資料は日経の著作物であり、本資料の全部又は一部を、いかなる形式によっても日経に無断で複写、複製、転載または流布することができません。"
